customer_id,date,api_calls,data_points_ingested,queries_executed,projects_active,feature_used
838,2023-05-22,1097,2646,109,2,basic_analytics
839,2023-05-01,11594,19912,1159,3,basic_analytics
839,2023-05-08,9672,16611,967,3,"dashboard,advanced_analytics"
839,2023-05-15,12022,20648,1202,3,api_access
839,2023-05-22,12482,21438,1248,3,"custom_reports,dashboard"
841,2023-05-01,792,1301,79,2,"basic_analytics,api_access"
841,2023-05-08,744,1222,74,2,"basic_analytics,api_access,dashboard"
841,2023-05-15,1011,1660,101,2,"dashboard,basic_analytics"
841,2023-05-22,683,1121,68,2,"basic_analytics,dashboard"
842,2023-05-01,651,1064,65,1,api_access
842,2023-05-08,685,1119,68,1,"dashboard,basic_analytics,api_access"
842,2023-05-15,706,1154,70,1,"api_access,dashboard"
842,2023-05-22,739,1208,73,1,"api_access,dashboard"
843,2023-05-01,14720,39472,1471,1,"dashboard,basic_analytics,priority_support"
843,2023-05-08,18317,49116,1831,1,"priority_support,white_label,advanced_analytics"
843,2023-05-15,17262,46287,1726,1,"white_label,basic_analytics"
843,2023-05-22,18519,49658,1851,1,"custom_reports,advanced_analytics,api_access"
847,2023-05-01,1709,3148,170,1,"dashboard,api_access"
847,2023-05-08,1532,2823,153,1,dashboard
847,2023-05-15,1569,2892,156,1,"api_access,dashboard"
847,2023-05-22,1680,3096,167,1,"api_access,dashboard"
848,2023-05-01,4774,12865,477,2,"custom_reports,basic_analytics,advanced_analytics"
848,2023-05-08,4078,10990,407,2,"advanced_analytics,basic_analytics"
848,2023-05-15,4083,11003,408,2,basic_analytics
848,2023-05-22,4800,12934,479,2,dashboard
849,2023-05-01,15399,42263,1539,3,"api_access,custom_reports,basic_analytics"
849,2023-05-08,15646,42943,1564,3,"advanced_analytics,dashboard"
849,2023-05-15,18461,50668,1846,3,api_access
849,2023-05-22,19449,53378,1944,3,"basic_analytics,dashboard,priority_support"
850,2023-05-01,2509,7320,250,3,api_access
850,2023-05-08,1921,5604,192,3,dashboard
850,2023-05-15,2578,7522,257,3,"api_access,dashboard,basic_analytics"
850,2023-05-22,2299,6708,229,3,"dashboard,basic_analytics"
851,2023-05-01,1517,3480,151,3,"api_access,dashboard"
851,2023-05-08,1424,3267,142,3,"api_access,basic_analytics,dashboard"
851,2023-05-15,1539,3531,153,3,dashboard
851,2023-05-22,1731,3970,172,3,"dashboard,api_access,basic_analytics"
852,2023-05-01,1473,3743,147,1,"basic_analytics,api_access,dashboard"
852,2023-05-08,1121,2848,112,1,api_access
852,2023-05-15,1400,3556,139,1,"basic_analytics,dashboard,api_access"
852,2023-05-22,1105,2809,110,1,"basic_analytics,api_access"
853,2023-05-01,472,963,47,3,dashboard
853,2023-05-08,523,1066,52,3,"basic_analytics,dashboard,api_access"
853,2023-05-15,420,856,41,3,basic_analytics
853,2023-05-22,575,1173,57,3,dashboard
855,2023-05-01,1152,3396,115,2,"dashboard,api_access"
855,2023-05-08,1479,4362,147,2,dashboard
855,2023-05-15,1410,4158,140,2,"api_access,basic_analytics"
855,2023-05-22,1545,4557,154,2,"api_access,basic_analytics"
856,2023-05-01,961,1605,96,1,basic_analytics
856,2023-05-08,1065,1778,106,1,dashboard
856,2023-05-15,1064,1776,106,1,api_access
856,2023-05-22,1016,1696,101,1,"dashboard,api_access,basic_analytics"
858,2023-05-01,31371,91209,3137,2,white_label
858,2023-05-08,30616,89015,3061,2,"white_label,advanced_analytics,dashboard"
858,2023-05-15,29743,86476,2974,2,"priority_support,advanced_analytics,custom_reports"
858,2023-05-22,24555,71392,2455,2,"api_access,basic_analytics,custom_reports"
859,2023-05-01,1508,4264,150,1,"dashboard,api_access,basic_analytics"
859,2023-05-08,1439,4067,143,1,basic_analytics
859,2023-05-15,1589,4493,158,1,"basic_analytics,dashboard"
859,2023-05-22,1932,5461,193,1,dashboard
860,2023-05-01,406,1064,40,1,"api_access,basic_analytics"
860,2023-05-08,486,1273,48,1,api_access
860,2023-05-15,347,910,34,1,"basic_analytics,api_access,dashboard"
860,2023-05-22,413,1080,41,1,"basic_analytics,api_access,dashboard"
862,2023-05-01,939,2469,93,2,"dashboard,api_access"
862,2023-05-08,988,2597,98,2,"api_access,dashboard,basic_analytics"
862,2023-05-15,713,1874,71,2,"api_access,basic_analytics"
862,2023-05-22,904,2377,90,2,"basic_analytics,dashboard,api_access"
866,2023-05-01,1666,2732,166,1,"dashboard,basic_analytics"
866,2023-05-08,1775,2911,177,1,dashboard
866,2023-05-15,1967,3226,196,1,"basic_analytics,api_access,dashboard"
866,2023-05-22,1690,2772,168,1,dashboard
867,2023-05-01,1400,3199,139,3,api_access
867,2023-05-08,1795,4099,179,3,"dashboard,api_access"
867,2023-05-15,1754,4007,175,3,dashboard
867,2023-05-22,1931,4410,192,3,api_access
870,2023-05-01,63382,121414,6338,1,"dashboard,basic_analytics"
870,2023-05-08,49761,95320,4975,1,priority_support
870,2023-05-15,51914,99444,5191,1,dashboard
870,2023-05-22,55093,105534,5509,1,"basic_analytics,custom_reports,dashboard"
871,2023-05-01,901,2366,90,1,"api_access,dashboard"
871,2023-05-08,1209,3174,120,1,"dashboard,basic_analytics,api_access"
871,2023-05-15,1085,2850,108,1,"api_access,basic_analytics,dashboard"
871,2023-05-22,966,2538,96,1,basic_analytics
872,2023-05-01,2082,3359,208,2,"basic_analytics,api_access,dashboard"
872,2023-05-08,1826,2946,182,2,"basic_analytics,api_access,dashboard"
872,2023-05-15,2122,3423,212,2,"dashboard,api_access,basic_analytics"
872,2023-05-22,2234,3604,223,2,dashboard
874,2023-05-01,881,2271,88,3,dashboard
874,2023-05-08,843,2172,84,3,"api_access,dashboard"
874,2023-05-15,1123,2894,112,3,"dashboard,basic_analytics"
874,2023-05-22,1088,2804,108,3,"basic_analytics,dashboard,api_access"
875,2023-05-01,26687,65977,2668,2,dashboard
875,2023-05-08,36141,89351,3613,2,"priority_support,basic_analytics"
875,2023-05-15,27378,67685,2737,2,custom_reports
875,2023-05-22,28994,71682,2899,2,"advanced_analytics,basic_analytics,dashboard"
878,2023-05-01,199,414,19,2,"basic_analytics,dashboard,api_access"
878,2023-05-08,256,533,25,2,"api_access,basic_analytics,dashboard"
878,2023-05-15,234,488,23,2,"api_access,basic_analytics,dashboard"
878,2023-05-22,244,509,24,2,"dashboard,basic_analytics"
880,2023-05-01,1239,1975,123,1,"api_access,dashboard,basic_analytics"
880,2023-05-08,1056,1683,105,1,"dashboard,basic_analytics"
880,2023-05-15,1431,2281,142,1,api_access
880,2023-05-22,1236,1970,123,1,"dashboard,basic_analytics,api_access"
881,2023-05-01,2418,4826,241,3,"dashboard,api_access"
881,2023-05-08,1796,3585,179,3,"dashboard,basic_analytics,api_access"
881,2023-05-15,1983,3957,198,3,"api_access,basic_analytics,dashboard"
881,2023-05-22,2516,5020,251,3,api_access
882,2023-05-01,5822,11250,582,2,"advanced_analytics,api_access"
882,2023-05-08,6356,12282,635,2,dashboard
882,2023-05-15,6177,11936,617,2,"api_access,dashboard,custom_reports"
882,2023-05-22,8384,16200,838,2,basic_analytics
885,2023-05-01,485,1158,48,1,"basic_analytics,api_access"
885,2023-05-08,511,1221,51,1,"dashboard,basic_analytics,api_access"
885,2023-05-15,490,1169,48,1,basic_analytics
885,2023-05-22,595,1421,59,1,api_access
888,2023-05-01,1530,2838,152,2,dashboard
888,2023-05-08,1815,3367,181,2,"api_access,basic_analytics,dashboard"
888,2023-05-15,1617,2998,161,2,"dashboard,basic_analytics"
888,2023-05-22,1547,2870,154,2,"dashboard,basic_analytics"
889,2023-05-01,2504,6898,250,2,"basic_analytics,api_access,dashboard"
889,2023-05-08,2051,5650,205,2,"basic_analytics,dashboard,api_access"
889,2023-05-15,2496,6874,249,2,"api_access,basic_analytics"
889,2023-05-22,2355,6486,235,2,"basic_analytics,api_access,dashboard"
890,2023-05-01,1386,3752,138,1,"dashboard,basic_analytics"
890,2023-05-08,1520,4115,151,1,api_access
890,2023-05-15,1414,3830,141,1,"basic_analytics,dashboard"
890,2023-05-22,1163,3148,116,1,"api_access,dashboard"
891,2023-05-01,1495,2451,149,1,"basic_analytics,dashboard"
891,2023-05-08,1144,1876,114,1,"api_access,dashboard"
891,2023-05-15,1463,2399,146,1,basic_analytics
891,2023-05-22,1399,2293,139,1,dashboard
893,2023-05-01,2179,6361,217,2,"basic_analytics,dashboard,api_access"
893,2023-05-08,2278,6650,227,2,dashboard
893,2023-05-15,2128,6213,212,2,"api_access,basic_analytics"
893,2023-05-22,2250,6569,225,2,"basic_analytics,api_access,dashboard"
894,2023-05-01,2593,4910,259,3,"api_access,basic_analytics"
894,2023-05-08,2342,4435,234,3,dashboard
894,2023-05-15,2220,4203,221,3,"api_access,dashboard"
894,2023-05-22,2225,4213,222,3,"api_access,basic_analytics"
895,2023-05-01,1928,3505,192,3,"dashboard,basic_analytics,api_access"
895,2023-05-08,2536,4610,253,3,dashboard
895,2023-05-15,1861,3384,186,3,"api_access,basic_analytics"
895,2023-05-22,1983,3604,198,3,"dashboard,api_access"
897,2023-05-01,2221,5873,222,3,"dashboard,api_access"
897,2023-05-08,2010,5316,201,3,basic_analytics
897,2023-05-15,2138,5653,213,3,"api_access,dashboard"
897,2023-05-22,2396,6336,239,3,api_access
898,2023-05-01,1321,2808,131,3,"api_access,dashboard,basic_analytics"
898,2023-05-08,1335,2838,133,3,dashboard
898,2023-05-15,1402,2980,140,3,api_access
898,2023-05-22,993,2111,99,3,basic_analytics
899,2023-05-01,1984,4662,198,1,"dashboard,basic_analytics,api_access"
899,2023-05-08,1937,4552,193,1,basic_analytics
899,2023-05-15,1934,4545,193,1,"basic_analytics,dashboard"
899,2023-05-22,2189,5143,218,1,basic_analytics
900,2023-05-01,1392,2973,139,1,dashboard
900,2023-05-08,1640,3501,163,1,basic_analytics
900,2023-05-15,1496,3195,149,1,"dashboard,api_access,basic_analytics"
900,2023-05-22,1677,3581,167,1,"api_access,basic_analytics"
901,2023-05-01,1777,4579,177,3,"dashboard,api_access"
901,2023-05-08,2149,5537,214,3,"basic_analytics,dashboard,api_access"
901,2023-05-15,1963,5058,196,3,dashboard
901,2023-05-22,1696,4370,169,3,dashboard
902,2023-05-01,1299,3327,129,2,"basic_analytics,api_access,dashboard"
902,2023-05-08,1624,4159,162,2,"basic_analytics,dashboard,api_access"
902,2023-05-15,1373,3517,137,2,api_access
902,2023-05-22,1113,2850,111,2,"api_access,basic_analytics,dashboard"
903,2023-05-01,2361,3901,236,3,"dashboard,api_access"
903,2023-05-08,1823,3012,182,3,basic_analytics
903,2023-05-15,2337,3862,233,3,"dashboard,api_access"
903,2023-05-22,1980,3272,198,3,"dashboard,basic_analytics,api_access"
904,2023-05-01,1588,2766,158,1,"basic_analytics,api_access"
904,2023-05-08,1602,2790,160,1,"basic_analytics,dashboard,api_access"
904,2023-05-15,1451,2528,144,1,"api_access,basic_analytics"
904,2023-05-22,1709,2977,170,1,"dashboard,api_access"
905,2023-05-01,2995,6160,299,1,"basic_analytics,api_access,dashboard"
905,2023-05-08,3019,6209,301,1,api_access
905,2023-05-15,2827,5815,282,1,api_access
905,2023-05-22,2548,5241,254,1,basic_analytics
906,2023-05-01,1927,5432,192,3,"dashboard,api_access"
906,2023-05-08,2466,6950,246,3,"dashboard,api_access,basic_analytics"
906,2023-05-15,1839,5185,183,3,"basic_analytics,api_access,dashboard"
906,2023-05-22,2388,6731,238,3,"basic_analytics,api_access,dashboard"
908,2023-05-01,13026,21388,1302,3,"dashboard,basic_analytics,api_access"
908,2023-05-08,11676,19170,1167,3,"dashboard,custom_reports,basic_analytics"
908,2023-05-15,10751,17652,1075,3,"api_access,custom_reports,basic_analytics"
908,2023-05-22,12751,20936,1275,3,"custom_reports,basic_analytics"
910,2023-05-01,514,1136,51,2,"api_access,dashboard"
910,2023-05-08,502,1111,50,2,"basic_analytics,api_access,dashboard"
910,2023-05-15,525,1161,52,2,"api_access,dashboard"
910,2023-05-22,503,1112,50,2,"basic_analytics,dashboard"
912,2023-05-01,619,1621,61,1,"api_access,basic_analytics"
912,2023-05-08,568,1488,56,1,basic_analytics
912,2023-05-15,562,1473,56,1,dashboard
912,2023-05-22,630,1649,62,1,"api_access,dashboard,basic_analytics"
913,2023-05-01,1430,2950,143,3,"dashboard,api_access,basic_analytics"
913,2023-05-08,1888,3893,188,3,dashboard
913,2023-05-15,1794,3700,179,3,basic_analytics
913,2023-05-22,1980,4083,198,3,"dashboard,basic_analytics,api_access"
914,2023-05-01,486,859,48,1,"dashboard,api_access,basic_analytics"
914,2023-05-08,468,828,46,1,"dashboard,api_access"
914,2023-05-15,562,994,56,1,api_access
914,2023-05-22,574,1015,57,1,"dashboard,api_access,basic_analytics"
915,2023-05-01,10897,31424,1089,3,advanced_analytics
915,2023-05-08,12607,36356,1260,3,"custom_reports,dashboard,basic_analytics"
915,2023-05-15,13168,37973,1316,3,custom_reports
915,2023-05-22,10453,30144,1045,3,"dashboard,basic_analytics,api_access"
918,2023-05-01,922,2031,92,2,"dashboard,basic_analytics,api_access"
918,2023-05-08,1275,2810,127,2,"basic_analytics,api_access"
918,2023-05-15,1306,2877,130,2,"api_access,dashboard"
918,2023-05-22,907,1999,90,2,"dashboard,basic_analytics,api_access"
919,2023-05-01,5545,11448,554,2,api_access
919,2023-05-08,4244,8762,424,2,dashboard
919,2023-05-15,4403,9090,440,2,advanced_analytics
919,2023-05-22,4688,9677,468,2,"custom_reports,dashboard"
920,2023-05-01,1713,2600,171,3,"api_access,dashboard"
920,2023-05-08,1162,1764,116,3,"basic_analytics,api_access"
920,2023-05-15,1711,2596,171,3,"dashboard,basic_analytics"
920,2023-05-22,1303,1977,130,3,"api_access,dashboard,basic_analytics"
921,2023-05-01,2160,5451,216,1,"basic_analytics,api_access,dashboard"
921,2023-05-08,2554,6445,255,1,"api_access,dashboard,basic_analytics"
921,2023-05-15,1818,4588,181,1,"dashboard,basic_analytics"
921,2023-05-22,2241,5657,224,1,"dashboard,basic_analytics"
924,2023-05-01,20367,33160,2036,2,"dashboard,priority_support,custom_reports"
924,2023-05-08,26584,43282,2658,2,basic_analytics
924,2023-05-15,21598,35165,2159,2,"dashboard,custom_reports,advanced_analytics"
924,2023-05-22,26284,42794,2628,2,"advanced_analytics,dashboard"
926,2023-05-01,3676,10231,367,3,"advanced_analytics,api_access,dashboard"
926,2023-05-08,5184,14431,518,3,"api_access,custom_reports,advanced_analytics"
926,2023-05-15,4130,11497,412,3,basic_analytics
926,2023-05-22,3848,10711,384,3,"advanced_analytics,custom_reports"
927,2023-05-01,1121,2430,111,2,"dashboard,api_access,basic_analytics"
927,2023-05-08,798,1729,79,2,dashboard
927,2023-05-15,824,1785,82,2,dashboard
927,2023-05-22,1009,2186,100,2,dashboard
928,2023-05-01,1088,1646,108,3,api_access
928,2023-05-08,1163,1759,116,3,"api_access,basic_analytics,dashboard"
928,2023-05-15,1398,2116,139,3,basic_analytics
928,2023-05-22,1251,1893,125,3,"basic_analytics,dashboard,api_access"
931,2023-05-01,2089,4641,208,1,dashboard
931,2023-05-08,1901,4223,189,1,"basic_analytics,api_access,dashboard"
931,2023-05-15,1665,3698,166,1,"basic_analytics,dashboard,api_access"
931,2023-05-22,2323,5159,232,1,api_access
932,2023-05-01,8400,23389,839,3,"advanced_analytics,api_access"
932,2023-05-08,8692,24203,869,3,"advanced_analytics,api_access,basic_analytics"
932,2023-05-15,9726,27081,972,3,"custom_reports,basic_analytics,api_access"
932,2023-05-22,8581,23895,858,3,"dashboard,custom_reports"
933,2023-05-01,22884,65015,2288,3,basic_analytics
933,2023-05-08,22873,64983,2287,3,priority_support
933,2023-05-15,21589,61336,2158,3,"custom_reports,advanced_analytics"
933,2023-05-22,26288,74684,2628,3,"white_label,dashboard,basic_analytics"
936,2023-05-01,1512,2714,151,2,basic_analytics
936,2023-05-08,1272,2282,127,2,api_access
936,2023-05-15,1487,2668,148,2,"basic_analytics,dashboard,api_access"
936,2023-05-22,1449,2600,144,2,"basic_analytics,dashboard,api_access"
941,2023-05-01,1439,3949,143,3,"basic_analytics,api_access"
941,2023-05-08,1018,2795,101,3,"dashboard,api_access,basic_analytics"
941,2023-05-15,1402,3847,140,3,"api_access,dashboard,basic_analytics"
941,2023-05-22,1065,2923,106,3,"basic_analytics,api_access,dashboard"
943,2023-05-01,1476,2260,147,1,"basic_analytics,dashboard,api_access"
943,2023-05-08,1888,2890,188,1,"dashboard,api_access,basic_analytics"
943,2023-05-15,1388,2125,138,1,api_access
943,2023-05-22,1892,2897,189,1,"basic_analytics,dashboard,api_access"
944,2023-05-01,1415,3841,141,3,api_access
944,2023-05-08,1829,4965,182,3,"dashboard,api_access"
944,2023-05-15,1550,4208,154,3,"dashboard,api_access,basic_analytics"
944,2023-05-22,1290,3502,128,3,basic_analytics
945,2023-05-01,3180,7646,318,2,dashboard
945,2023-05-08,2938,7063,293,2,"basic_analytics,dashboard,api_access"
945,2023-05-15,2544,6116,254,2,api_access
945,2023-05-22,3497,8408,349,2,api_access
949,2023-05-01,1237,3147,123,2,api_access
949,2023-05-08,1310,3334,130,2,"api_access,dashboard,basic_analytics"
949,2023-05-15,1362,3466,136,2,"dashboard,api_access"
949,2023-05-22,914,2327,91,2,"dashboard,basic_analytics,api_access"
954,2023-05-01,1400,2977,140,2,dashboard
954,2023-05-08,1584,3369,158,2,api_access
954,2023-05-15,1759,3741,175,2,"basic_analytics,api_access"
954,2023-05-22,1557,3310,155,2,"api_access,dashboard,basic_analytics"
955,2023-05-01,1381,3230,137,1,"dashboard,api_access,basic_analytics"
955,2023-05-08,1299,3040,129,1,"dashboard,api_access,basic_analytics"
955,2023-05-15,1540,3604,153,1,dashboard
955,2023-05-22,1310,3066,130,1,"api_access,dashboard"
959,2023-05-01,309,894,30,3,"dashboard,basic_analytics"
959,2023-05-08,334,965,33,3,basic_analytics
959,2023-05-15,319,923,31,3,api_access
959,2023-05-22,393,1135,39,3,"api_access,basic_analytics,dashboard"
961,2023-05-01,1608,3817,160,1,"basic_analytics,dashboard,api_access"
961,2023-05-08,1819,4317,181,1,"dashboard,api_access"
961,2023-05-15,2289,5431,228,1,api_access
961,2023-05-22,1895,4498,189,1,"basic_analytics,dashboard,api_access"
962,2023-05-01,2431,3856,243,3,"basic_analytics,api_access"
962,2023-05-08,2073,3289,207,3,"basic_analytics,dashboard,api_access"
962,2023-05-15,2278,3613,227,3,dashboard
962,2023-05-22,2450,3886,245,3,"api_access,dashboard,basic_analytics"
963,2023-05-01,29692,67626,2969,1,"advanced_analytics,white_label"
963,2023-05-08,39669,90349,3966,1,"basic_analytics,api_access,advanced_analytics"
963,2023-05-15,28166,64151,2816,1,"api_access,basic_analytics"
963,2023-05-22,38955,88722,3895,1,"white_label,dashboard"
967,2023-05-01,387,1024,38,3,"api_access,basic_analytics,dashboard"
967,2023-05-08,566,1499,56,3,"basic_analytics,api_access,dashboard"
967,2023-05-15,554,1466,55,3,"basic_analytics,api_access,dashboard"
967,2023-05-22,474,1254,47,3,"dashboard,basic_analytics,api_access"
968,2023-05-01,27004,61778,2700,3,advanced_analytics
968,2023-05-08,26176,59884,2617,3,"dashboard,custom_reports,basic_analytics"
968,2023-05-15,26715,61118,2671,3,advanced_analytics
968,2023-05-22,19406,44396,1940,3,priority_support
969,2023-05-01,2230,3551,222,1,"basic_analytics,api_access"
969,2023-05-08,1635,2604,163,1,basic_analytics
969,2023-05-15,1891,3011,189,1,"api_access,dashboard"
969,2023-05-22,1759,2801,175,1,"basic_analytics,api_access,dashboard"
970,2023-05-01,2133,4449,213,2,"dashboard,api_access,basic_analytics"
970,2023-05-08,1984,4137,198,2,dashboard
970,2023-05-15,2150,4484,215,2,"dashboard,basic_analytics"
970,2023-05-22,2672,5571,267,2,"basic_analytics,api_access"
971,2023-05-01,12111,19898,1210,3,"dashboard,basic_analytics"
971,2023-05-08,10939,17973,1093,3,"basic_analytics,api_access"
971,2023-05-15,13088,21503,1308,3,"basic_analytics,api_access,dashboard"
971,2023-05-22,12418,20403,1241,3,"custom_reports,advanced_analytics"
974,2023-05-01,844,1515,84,3,basic_analytics
974,2023-05-08,730,1311,72,3,"dashboard,api_access,basic_analytics"
974,2023-05-15,776,1392,77,3,dashboard
974,2023-05-22,924,1659,92,3,dashboard
975,2023-05-01,28540,63882,2854,3,priority_support
975,2023-05-08,35272,78949,3527,3,"white_label,advanced_analytics,api_access"
975,2023-05-15,29072,65071,2907,3,basic_analytics
975,2023-05-22,31559,70639,3155,3,"api_access,advanced_analytics,custom_reports"
976,2023-05-01,1432,2997,143,2,"basic_analytics,api_access"
976,2023-05-08,1466,3068,146,2,"basic_analytics,dashboard,api_access"
976,2023-05-15,1775,3716,177,2,"api_access,basic_analytics,dashboard"
976,2023-05-22,1351,2828,135,2,"dashboard,api_access"
977,2023-05-01,1574,3660,157,2,dashboard
977,2023-05-08,1903,4426,190,2,"api_access,basic_analytics,dashboard"
977,2023-05-15,1813,4216,181,2,"dashboard,basic_analytics,api_access"
977,2023-05-22,1570,3651,156,2,"api_access,dashboard,basic_analytics"
978,2023-05-01,1332,3878,133,1,dashboard
978,2023-05-08,1269,3692,126,1,api_access
978,2023-05-15,1365,3972,136,1,dashboard
978,2023-05-22,1422,4137,142,1,"api_access,dashboard"
980,2023-05-01,1348,2550,134,3,"dashboard,basic_analytics"
980,2023-05-08,1585,2998,158,3,"api_access,basic_analytics"
980,2023-05-15,1688,3193,168,3,"api_access,dashboard"
980,2023-05-22,1729,3270,172,3,dashboard
981,2023-05-01,2170,5757,217,2,dashboard
981,2023-05-08,2105,5584,210,2,"api_access,basic_analytics,dashboard"
981,2023-05-15,2476,6568,247,2,"dashboard,api_access,basic_analytics"
981,2023-05-22,2428,6440,242,2,"dashboard,api_access"
983,2023-05-01,1889,3546,188,3,"dashboard,basic_analytics"
983,2023-05-08,1389,2609,138,3,api_access
983,2023-05-15,1374,2579,137,3,api_access
983,2023-05-22,1627,3054,162,3,"basic_analytics,api_access"
986,2023-05-01,25114,72651,2511,2,"basic_analytics,api_access,priority_support"
986,2023-05-08,27974,80925,2797,2,"custom_reports,basic_analytics,dashboard"
986,2023-05-15,31001,89682,3100,2,advanced_analytics
986,2023-05-22,32166,93051,3216,2,dashboard
988,2023-05-01,2248,4519,224,3,"api_access,basic_analytics"
988,2023-05-08,1707,3432,170,3,basic_analytics
988,2023-05-15,2126,4274,212,3,dashboard
988,2023-05-22,1789,3597,178,3,"dashboard,api_access,basic_analytics"
989,2023-05-01,1581,4431,157,2,"basic_analytics,api_access,dashboard"
989,2023-05-08,1322,3705,132,2,"api_access,dashboard"
989,2023-05-15,1489,4175,148,2,api_access
989,2023-05-22,1472,4126,147,2,api_access
990,2023-05-01,2095,4600,209,2,"api_access,basic_analytics,dashboard"
990,2023-05-08,2472,5428,247,2,"api_access,basic_analytics,dashboard"
990,2023-05-15,2127,4670,212,2,"dashboard,basic_analytics,api_access"
990,2023-05-22,2273,4992,227,2,"basic_analytics,dashboard,api_access"
991,2023-05-01,2493,4244,249,1,"basic_analytics,dashboard"
991,2023-05-08,1800,3065,180,1,"dashboard,api_access"
991,2023-05-15,2112,3595,211,1,basic_analytics
991,2023-05-22,2145,3651,214,1,"basic_analytics,api_access,dashboard"
992,2023-05-01,1951,4583,195,1,"dashboard,api_access"
992,2023-05-08,1901,4466,190,1,api_access
992,2023-05-15,2538,5964,253,1,"basic_analytics,api_access"
992,2023-05-22,2139,5025,213,1,"api_access,basic_analytics,dashboard"
993,2023-05-01,1277,3074,127,2,"api_access,basic_analytics,dashboard"
993,2023-05-08,1036,2493,103,2,basic_analytics
993,2023-05-15,1272,3062,127,2,"basic_analytics,api_access"
993,2023-05-22,1303,3136,130,2,"api_access,basic_analytics,dashboard"
994,2023-05-01,1798,2989,179,1,"dashboard,basic_analytics"
994,2023-05-08,1594,2649,159,1,"basic_analytics,api_access,dashboard"
994,2023-05-15,1928,3204,192,1,api_access
994,2023-05-22,1539,2559,153,1,"dashboard,basic_analytics"
995,2023-05-01,1513,3504,151,2,api_access
995,2023-05-08,2003,4638,200,2,api_access
995,2023-05-15,1874,4340,187,2,"basic_analytics,dashboard"
995,2023-05-22,1569,3633,156,2,"dashboard,basic_analytics"
996,2023-05-01,1838,2758,183,2,"api_access,basic_analytics,dashboard"
996,2023-05-08,1923,2884,192,2,dashboard
996,2023-05-15,1647,2471,164,2,"basic_analytics,dashboard,api_access"
996,2023-05-22,1437,2155,143,2,dashboard
997,2023-05-01,1627,3695,162,2,api_access
997,2023-05-08,1878,4264,187,2,"basic_analytics,dashboard"
997,2023-05-15,1612,3660,161,2,api_access
997,2023-05-22,1525,3462,152,2,"api_access,basic_analytics"
999,2023-05-01,1216,3369,121,1,"basic_analytics,api_access"
999,2023-05-08,1263,3497,126,1,"api_access,dashboard"
999,2023-05-15,1490,4126,148,1,"dashboard,basic_analytics,api_access"
999,2023-05-22,1105,3061,110,1,"dashboard,basic_analytics"
1000,2023-05-01,1286,2850,128,3,"api_access,dashboard"
1000,2023-05-08,1719,3809,171,3,basic_analytics
1000,2023-05-15,1704,3776,170,3,"api_access,basic_analytics,dashboard"
1000,2023-05-22,1745,3868,174,3,"basic_analytics,api_access,dashboard"
1,2023-05-31,986,2338,98,1,basic_analytics
1,2023-06-07,1273,3021,127,1,dashboard
1,2023-06-14,917,2175,91,1,dashboard
1,2023-06-21,1290,3059,128,1,"api_access,basic_analytics,dashboard"
2,2023-05-31,584,957,58,3,api_access
2,2023-06-07,466,764,46,3,"basic_analytics,dashboard,api_access"
2,2023-06-14,461,755,46,3,"api_access,basic_analytics,dashboard"
2,2023-06-21,548,898,54,3,basic_analytics
3,2023-05-31,62757,171145,6275,3,"white_label,advanced_analytics,api_access"
3,2023-06-07,68180,185934,6817,3,"advanced_analytics,white_label"
3,2023-06-14,72109,196650,7210,3,"dashboard,custom_reports,white_label"
3,2023-06-21,63622,173503,6362,3,"advanced_analytics,custom_reports,priority_support"
4,2023-05-31,494,884,49,2,"dashboard,api_access"
4,2023-06-07,410,733,41,2,"api_access,basic_analytics"
4,2023-06-14,525,939,52,2,"api_access,basic_analytics,dashboard"
4,2023-06-21,405,724,40,2,dashboard
5,2023-05-31,10019,23508,1001,3,"dashboard,api_access"
5,2023-06-07,11233,26358,1123,3,advanced_analytics
5,2023-06-14,11096,26035,1109,3,"dashboard,advanced_analytics"
5,2023-06-21,10811,25367,1081,3,dashboard
6,2023-05-31,1650,3116,164,1,"basic_analytics,dashboard"
6,2023-06-07,1839,3471,183,1,"basic_analytics,dashboard"
6,2023-06-14,2033,3837,203,1,basic_analytics
6,2023-06-21,2439,4603,243,1,"dashboard,api_access,basic_analytics"
7,2023-05-31,1027,2913,102,1,"dashboard,api_access,basic_analytics"
7,2023-06-07,1324,3755,132,1,"api_access,basic_analytics,dashboard"
7,2023-06-14,1383,3923,138,1,api_access
7,2023-06-21,1302,3693,130,1,basic_analytics
8,2023-05-31,1668,4770,166,3,basic_analytics
8,2023-06-07,1899,5430,189,3,api_access
8,2023-06-14,1896,5421,189,3,"basic_analytics,dashboard"
8,2023-06-21,1832,5237,183,3,"dashboard,basic_analytics,api_access"
9,2023-05-31,1595,3849,159,1,api_access
9,2023-06-07,1444,3484,144,1,"api_access,basic_analytics,dashboard"
9,2023-06-14,1150,2776,114,1,basic_analytics
9,2023-06-21,1183,2855,118,1,"api_access,dashboard,basic_analytics"
10,2023-05-31,1381,2654,138,2,"dashboard,api_access,basic_analytics"
10,2023-06-07,1566,3009,156,2,basic_analytics
10,2023-06-14,1245,2391,124,2,"basic_analytics,api_access"
10,2023-06-21,1327,2550,132,2,"basic_analytics,api_access,dashboard"
11,2023-05-31,18526,41863,1852,3,"api_access,priority_support,basic_analytics"
11,2023-06-07,20755,46900,2075,3,"custom_reports,api_access,basic_analytics"
