id,customer_id,plan_id,plan_name,start_date,end_date,monthly_price,status,billing_cycle
406,406,1,Basic,2023-06-15,2023-12-27,99,cancelled,monthly
407,407,1,Basic,2023-06-27,2023-06-30,99,cancelled,monthly
408,408,1,Basic,2023-02-01,2023-03-02,99,cancelled,monthly
409,409,1,Basic,2023-05-19,2023-07-30,99,cancelled,monthly
410,410,1,Basic,2023-06-03,2024-02-25,99,cancelled,monthly
411,411,1,Basic,2023-05-11,2023-06-30,99,cancelled,monthly
412,412,1,Basic,2023-01-20,2023-01-31,99,cancelled,monthly
413,413,1,Basic,2023-01-23,2023-04-01,99,cancelled,monthly
414,414,1,Basic,2023-04-10,2024-01-26,99,cancelled,monthly
415,415,1,Basic,2023-05-30,2023-11-27,99,cancelled,monthly
416,416,1,Basic,2023-05-10,2024-02-25,99,cancelled,monthly
417,417,1,Basic,2023-03-05,2023-12-27,99,cancelled,monthly
418,418,1,Basic,2023-02-08,2024-04-25,99,cancelled,monthly
419,419,1,Basic,2023-01-23,2023-05-31,99,cancelled,monthly
420,420,1,Basic,2023-03-10,,99,active,monthly
421,421,1,Basic,2023-06-20,2023-08-29,99,cancelled,monthly
422,422,1,Basic,2023-03-20,2023-11-27,99,cancelled,monthly
423,423,1,Basic,2023-05-03,2023-10-28,99,cancelled,monthly
424,424,1,Basic,2023-03-09,2023-04-01,99,cancelled,monthly
425,425,1,Basic,2023-01-14,2023-03-02,99,cancelled,monthly
426,426,1,Basic,2023-05-16,2023-07-30,99,cancelled,monthly
427,427,1,Basic,2023-02-14,2023-05-01,99,cancelled,monthly
428,428,1,Basic,2023-06-18,2024-01-26,99,cancelled,monthly
429,429,1,Basic,2023-05-13,2023-05-31,99,cancelled,monthly
430,430,1,Basic,2023-05-03,2023-07-30,99,cancelled,monthly
431,431,1,Basic,2023-05-22,2024-02-25,99,cancelled,monthly
432,432,1,Basic,2023-06-05,2023-06-30,99,cancelled,monthly
433,433,1,Basic,2023-04-11,2023-05-01,99,cancelled,monthly
434,434,1,Basic,2023-04-06,2023-05-01,99,cancelled,monthly
435,435,1,Basic,2023-01-07,2023-03-02,99,cancelled,monthly
436,436,1,Basic,2023-04-02,2024-09-22,99,cancelled,monthly
437,437,1,Basic,2023-05-19,2024-02-25,99,cancelled,monthly
438,438,1,Basic,2023-02-10,2023-08-29,99,cancelled,monthly
439,439,1,Basic,2023-01-28,,99,active,monthly
440,440,1,Basic,2023-06-09,2023-08-29,99,cancelled,monthly
441,441,1,Basic,2023-06-23,2023-07-30,99,cancelled,monthly
442,442,1,Basic,2023-01-16,2023-03-02,99,cancelled,monthly
443,443,1,Basic,2023-05-25,2023-07-30,99,cancelled,monthly
444,444,1,Basic,2023-01-21,2023-10-28,99,cancelled,monthly
445,445,1,Basic,2023-06-03,,99,active,monthly
446,446,1,Basic,2023-02-26,2023-12-27,99,cancelled,monthly
447,447,1,Basic,2023-04-08,2023-07-30,99,cancelled,monthly
448,448,1,Basic,2023-01-02,2023-03-02,99,cancelled,monthly
449,449,1,Basic,2023-04-20,,99,active,monthly
450,450,1,Basic,2023-02-24,,99,active,monthly
451,451,1,Basic,2023-01-25,2023-03-02,99,cancelled,monthly
452,452,1,Basic,2023-02-09,2023-04-01,99,cancelled,monthly
453,453,1,Basic,2023-02-25,2024-09-22,99,cancelled,monthly
454,454,1,Basic,2023-03-01,2024-01-26,99,cancelled,monthly
455,455,1,Basic,2023-03-22,2023-05-31,99,cancelled,monthly
456,456,1,Basic,2023-02-12,2023-06-30,99,cancelled,monthly
457,457,1,Basic,2023-01-20,2023-04-01,99,cancelled,monthly
458,458,1,Basic,2023-02-16,2023-07-30,99,cancelled,monthly
459,459,1,Basic,2023-05-18,2023-07-30,99,cancelled,monthly
460,460,1,Basic,2023-03-24,2023-04-01,99,cancelled,monthly
461,461,1,Basic,2023-05-18,,99,active,monthly
462,462,1,Basic,2023-01-02,2023-01-31,99,cancelled,monthly
463,463,1,Basic,2023-03-28,2023-04-01,99,cancelled,monthly
464,464,1,Basic,2023-04-20,2024-03-26,99,cancelled,monthly
465,465,1,Basic,2023-02-12,2023-03-02,99,cancelled,monthly
466,466,1,Basic,2023-04-23,2023-05-31,99,cancelled,monthly
467,467,1,Basic,2023-06-13,2024-01-26,99,cancelled,monthly
468,468,1,Basic,2023-06-01,2023-07-30,99,cancelled,monthly
469,469,1,Basic,2023-06-16,2023-09-28,99,cancelled,monthly
470,470,1,Basic,2023-03-08,2023-04-01,99,cancelled,monthly
471,471,1,Basic,2023-06-15,2023-10-28,99,cancelled,monthly
472,472,1,Basic,2023-04-27,2023-08-29,99,cancelled,monthly
473,473,1,Basic,2023-01-25,2023-04-01,99,cancelled,monthly
474,474,1,Basic,2023-01-08,2023-01-31,99,cancelled,monthly
475,475,1,Basic,2023-01-26,2023-05-01,99,cancelled,monthly
476,476,1,Basic,2023-02-17,2023-03-02,99,cancelled,monthly
477,477,1,Basic,2023-05-18,2023-05-31,99,cancelled,monthly
478,478,1,Basic,2023-05-16,2023-05-31,99,cancelled,monthly
479,479,1,Basic,2023-01-01,2023-01-31,99,cancelled,monthly
480,480,1,Basic,2023-04-09,2023-05-31,99,cancelled,monthly
481,481,1,Basic,2023-01-26,2023-01-31,99,cancelled,monthly
482,482,1,Basic,2023-04-26,2023-05-01,99,cancelled,monthly
483,483,1,Basic,2023-06-10,2023-07-30,99,cancelled,monthly
484,484,1,Basic,2023-03-26,2023-05-31,99,cancelled,monthly
485,485,1,Basic,2023-04-29,2023-05-01,99,cancelled,monthly
486,486,1,Basic,2023-06-15,2023-06-30,99,cancelled,monthly
487,487,1,Basic,2023-03-08,2024-08-23,99,cancelled,monthly
488,488,1,Basic,2023-03-12,2023-04-01,99,cancelled,monthly
489,489,1,Basic,2023-01-26,2023-01-31,99,cancelled,monthly
490,490,1,Basic,2023-01-28,2023-03-02,99,cancelled,monthly
491,491,1,Basic,2023-01-29,2023-04-01,99,cancelled,monthly
492,492,1,Basic,2023-01-02,2023-11-27,99,cancelled,monthly
493,493,1,Basic,2023-05-21,2023-07-30,99,cancelled,monthly
494,494,1,Basic,2023-06-09,2023-07-30,99,cancelled,monthly
495,495,1,Basic,2023-02-23,2023-05-31,99,cancelled,monthly
496,496,1,Basic,2023-02-10,2023-03-02,99,cancelled,monthly
497,497,1,Basic,2023-05-02,2023-05-31,99,cancelled,monthly
498,498,1,Basic,2023-04-06,2024-10-22,99,cancelled,monthly
499,499,1,Basic,2023-06-02,2024-01-26,99,cancelled,monthly
500,500,1,Basic,2023-05-02,,99,active,monthly
501,501,1,Basic,2023-02-03,2023-03-02,99,cancelled,monthly
502,502,1,Basic,2023-02-18,,99,active,monthly
503,503,1,Basic,2023-04-01,2023-10-28,99,cancelled,monthly
504,504,1,Basic,2023-02-23,2023-11-27,99,cancelled,monthly
505,505,1,Basic,2023-04-30,2024-02-25,99,cancelled,monthly
506,506,1,Basic,2023-01-26,2023-04-01,99,cancelled,monthly
507,507,1,Basic,2023-04-27,2023-05-01,99,cancelled,monthly
508,508,1,Basic,2023-03-22,2023-04-01,99,cancelled,monthly
509,509,1,Basic,2023-06-05,2023-10-28,99,cancelled,monthly
510,510,1,Basic,2023-04-29,2023-06-30,99,cancelled,monthly
511,511,1,Basic,2023-01-14,2023-03-02,99,cancelled,monthly
512,512,1,Basic,2023-03-20,2023-07-30,99,cancelled,monthly
513,513,1,Basic,2023-02-24,2023-04-01,99,cancelled,monthly
514,514,1,Basic,2023-03-19,2023-04-01,99,cancelled,monthly
515,515,1,Basic,2023-04-14,2023-05-31,99,cancelled,monthly
516,516,1,Basic,2023-06-21,2023-07-30,99,cancelled,monthly
517,517,1,Basic,2023-04-11,2024-01-26,99,cancelled,monthly
518,518,1,Basic,2023-01-21,2023-03-02,99,cancelled,monthly
519,519,1,Basic,2023-06-18,2023-11-27,99,cancelled,monthly
520,520,1,Basic,2023-05-17,2023-06-30,99,cancelled,monthly
521,521,1,Basic,2023-02-04,2023-03-02,99,cancelled,monthly
522,522,1,Basic,2023-04-17,,99,active,monthly
523,523,1,Basic,2023-04-16,2023-06-30,99,cancelled,monthly
524,524,1,Basic,2023-02-23,2023-06-30,99,cancelled,monthly
525,525,1,Basic,2023-01-24,,99,active,monthly
526,526,1,Basic,2023-02-28,2023-07-30,99,cancelled,monthly
527,527,1,Basic,2023-06-19,,99,active,monthly
528,528,1,Basic,2023-05-06,2023-07-30,99,cancelled,monthly
529,529,1,Basic,2023-03-06,2023-05-31,99,cancelled,monthly
530,530,1,Basic,2023-05-04,2024-02-25,99,cancelled,monthly
531,531,1,Basic,2023-04-19,2023-05-01,99,cancelled,monthly
532,532,1,Basic,2023-06-02,2024-12-21,99,cancelled,monthly
533,533,1,Basic,2023-06-23,2023-11-27,99,cancelled,monthly
534,534,1,Basic,2023-01-02,2023-05-31,99,cancelled,monthly
535,535,1,Basic,2023-04-22,2023-05-01,99,cancelled,monthly
536,536,1,Basic,2023-06-14,,99,active,monthly
537,537,1,Basic,2023-04-07,,99,active,monthly
538,538,1,Basic,2023-04-21,2023-11-27,99,cancelled,monthly
539,539,1,Basic,2023-06-08,2023-07-30,99,cancelled,monthly
540,540,1,Basic,2023-04-25,2023-05-31,99,cancelled,monthly
541,541,1,Basic,2023-06-27,2023-06-30,99,cancelled,monthly
542,542,1,Basic,2023-05-12,2023-07-30,99,cancelled,monthly
543,543,1,Basic,2023-01-09,2023-10-28,99,cancelled,monthly
544,544,1,Basic,2023-05-25,2023-10-28,99,cancelled,monthly
545,545,1,Basic,2023-02-19,2023-03-02,99,cancelled,monthly
546,546,1,Basic,2023-05-09,2023-08-29,99,cancelled,monthly
547,547,1,Basic,2023-01-09,2023-03-02,99,cancelled,monthly
548,548,1,Basic,2023-02-02,2023-04-01,99,cancelled,monthly
549,549,1,Basic,2023-04-26,2023-05-01,99,cancelled,monthly
550,550,1,Basic,2023-06-26,2023-07-30,99,cancelled,monthly
551,551,1,Basic,2023-01-19,2023-01-31,99,cancelled,monthly
552,552,1,Basic,2023-04-06,2024-01-26,99,cancelled,monthly
553,553,1,Basic,2023-03-29,2023-05-31,99,cancelled,monthly
554,554,1,Basic,2023-01-18,2023-01-31,99,cancelled,monthly
555,555,1,Basic,2023-06-10,2024-03-26,99,cancelled,monthly
556,556,1,Basic,2023-03-04,,99,active,monthly
557,557,1,Basic,2023-03-23,2023-05-01,99,cancelled,monthly
558,558,1,Basic,2023-03-17,2023-04-01,99,cancelled,monthly
559,559,1,Basic,2023-01-26,2023-01-31,99,cancelled,monthly
560,560,1,Basic,2023-04-01,2023-10-28,99,cancelled,monthly
561,561,1,Basic,2023-04-04,2023-07-30,99,cancelled,monthly
562,562,1,Basic,2023-01-02,2024-02-25,99,cancelled,monthly
563,563,1,Basic,2023-01-31,2023-05-01,99,cancelled,monthly
564,564,1,Basic,2023-04-25,2023-05-01,99,cancelled,monthly
565,565,1,Basic,2023-04-27,2024-01-26,99,cancelled,monthly
566,566,1,Basic,2023-04-26,2023-05-01,99,cancelled,monthly
567,567,1,Basic,2023-04-15,2023-05-31,99,cancelled,monthly
568,568,1,Basic,2023-06-28,2023-08-29,99,cancelled,monthly
569,569,1,Basic,2023-06-09,2023-06-30,99,cancelled,monthly
570,570,1,Basic,2023-02-08,2023-12-27,99,cancelled,monthly
571,571,1,Basic,2023-01-29,2024-12-21,99,cancelled,monthly
572,572,1,Basic,2023-04-12,2024-02-25,99,cancelled,monthly
573,573,1,Basic,2023-06-28,2024-03-26,99,cancelled,monthly
574,574,1,Basic,2023-01-10,2023-01-31,99,cancelled,monthly
575,575,1,Basic,2023-04-13,2023-11-27,99,cancelled,monthly
576,576,1,Basic,2023-02-03,2023-04-01,99,cancelled,monthly
577,577,1,Basic,2023-06-01,2023-06-30,99,cancelled,monthly
578,578,1,Basic,2023-01-01,2023-03-02,99,cancelled,monthly
579,579,1,Basic,2023-04-17,2023-05-01,99,cancelled,monthly
580,580,1,Basic,2023-06-14,2023-06-30,99,cancelled,monthly
581,581,1,Basic,2023-04-22,2024-03-26,99,cancelled,monthly
582,582,1,Basic,2023-03-06,2023-04-01,99,cancelled,monthly
583,583,1,Basic,2023-05-05,2023-06-30,99,cancelled,monthly
584,584,1,Basic,2023-01-30,,99,active,monthly
585,585,1,Basic,2023-01-02,2023-03-02,99,cancelled,monthly
586,586,1,Basic,2023-01-20,2023-03-02,99,cancelled,monthly
587,587,1,Basic,2023-01-20,2023-07-30,99,cancelled,monthly
588,588,1,Basic,2023-05-25,2024-11-21,99,cancelled,monthly
589,589,1,Basic,2023-04-02,2024-08-23,99,cancelled,monthly
590,590,1,Basic,2023-01-23,2023-01-31,99,cancelled,monthly
591,591,1,Basic,2023-04-27,2023-12-27,99,cancelled,monthly
592,592,1,Basic,2023-02-25,2023-03-02,99,cancelled,monthly
593,593,1,Basic,2023-03-12,2024-05-25,99,cancelled,monthly
594,594,1,Basic,2023-06-25,2023-06-30,99,cancelled,monthly
595,595,1,Basic,2023-04-14,2023-12-27,99,cancelled,monthly
596,596,1,Basic,2023-03-19,2023-04-01,99,cancelled,monthly
597,597,1,Basic,2023-01-25,,99,active,monthly
598,598,1,Basic,2023-06-05,2023-06-30,99,cancelled,monthly
599,599,1,Basic,2023-06-10,2023-08-29,99,cancelled,monthly
600,600,1,Basic,2023-02-17,2023-06-30,99,cancelled,monthly
601,601,1,Basic,2023-01-10,2023-01-31,99,cancelled,monthly
602,602,1,Basic,2023-01-30,2023-10-28,99,cancelled,monthly
603,603,1,Basic,2023-05-22,2023-05-31,99,cancelled,monthly
604,604,1,Basic,2023-01-22,2023-03-02,99,cancelled,monthly
605,605,1,Basic,2023-01-16,2023-11-27,99,cancelled,monthly
606,606,1,Basic,2023-04-19,,99,active,monthly
607,607,1,Basic,2023-04-08,2023-05-01,99,cancelled,monthly
608,608,1,Basic,2023-02-02,2023-03-02,99,cancelled,monthly
609,609,1,Basic,2023-05-29,2023-06-30,99,cancelled,monthly
610,610,1,Basic,2023-03-27,2023-04-01,99,cancelled,monthly
611,611,1,Basic,2023-05-05,,99,active,monthly
612,612,1,Basic,2023-06-05,2023-07-30,99,cancelled,monthly
613,613,1,Basic,2023-01-09,2023-05-01,99,cancelled,monthly
614,614,1,Basic,2023-02-11,2023-03-02,99,cancelled,monthly
615,615,1,Basic,2023-04-04,2023-05-31,99,cancelled,monthly
616,616,1,Basic,2023-06-28,2024-05-25,99,cancelled,monthly
617,617,1,Basic,2023-06-11,2023-10-28,99,cancelled,monthly
618,618,1,Basic,2023-05-10,2023-05-31,99,cancelled,monthly
619,619,1,Basic,2023-03-22,2023-10-28,99,cancelled,monthly
620,620,1,Basic,2023-01-10,2023-01-31,99,cancelled,monthly
621,621,1,Basic,2023-05-11,2023-09-28,99,cancelled,monthly
622,622,1,Basic,2023-04-28,2023-05-01,99,cancelled,monthly
623,623,1,Basic,2023-03-23,2023-12-27,99,cancelled,monthly
624,624,1,Basic,2023-03-16,2023-04-01,99,cancelled,monthly
625,625,1,Basic,2023-01-05,2023-09-28,99,cancelled,monthly
626,626,1,Basic,2023-01-26,2023-03-02,99,cancelled,monthly
627,627,1,Basic,2023-04-13,2023-09-28,99,cancelled,monthly
628,628,1,Basic,2023-02-07,2023-08-29,99,cancelled,monthly
629,629,1,Basic,2023-01-15,2023-05-01,99,cancelled,monthly
630,630,1,Basic,2023-05-27,2023-06-30,99,cancelled,monthly
631,631,1,Basic,2023-04-06,2023-11-27,99,cancelled,monthly
632,632,1,Basic,2023-01-29,2023-05-31,99,cancelled,monthly
633,633,1,Basic,2023-02-05,,99,active,monthly
634,634,1,Basic,2023-02-22,2023-03-02,99,cancelled,monthly
635,635,1,Basic,2023-05-30,2024-01-26,99,cancelled,monthly
636,636,1,Basic,2023-03-21,2023-06-30,99,cancelled,monthly
637,637,1,Basic,2023-05-05,2024-02-25,99,cancelled,monthly
638,638,1,Basic,2023-01-30,2023-01-31,99,cancelled,monthly
639,639,1,Basic,2023-03-04,2023-05-01,99,cancelled,monthly
640,640,1,Basic,2023-01-02,,99,active,monthly
641,641,1,Basic,2023-03-03,2023-07-30,99,cancelled,monthly
642,642,1,Basic,2023-03-07,2023-06-30,99,cancelled,monthly
643,643,1,Basic,2023-06-10,2024-01-26,99,cancelled,monthly
644,644,1,Basic,2023-01-20,2023-07-30,99,cancelled,monthly
645,645,1,Basic,2023-03-09,2024-03-26,99,cancelled,monthly
646,646,1,Basic,2023-02-21,2023-04-01,99,cancelled,monthly
647,647,1,Basic,2023-05-07,2023-05-31,99,cancelled,monthly
648,648,1,Basic,2023-01-14,2023-05-01,99,cancelled,monthly
649,649,1,Basic,2023-03-18,2024-04-25,99,cancelled,monthly
650,650,1,Basic,2023-02-04,2023-04-01,99,cancelled,monthly
651,651,1,Basic,2023-06-22,2023-09-28,99,cancelled,monthly
652,652,1,Basic,2023-02-15,,99,active,monthly
653,653,1,Basic,2023-04-19,2023-05-01,99,cancelled,monthly
654,654,1,Basic,2023-01-26,2023-08-29,99,cancelled,monthly
655,655,1,Basic,2023-03-03,2023-12-27,99,cancelled,monthly
656,656,1,Basic,2023-01-06,2023-01-31,99,cancelled,monthly
657,657,1,Basic,2023-05-18,2023-06-30,99,cancelled,monthly
658,658,1,Basic,2023-06-03,2024-05-25,99,cancelled,monthly
659,659,1,Basic,2023-04-17,2023-09-28,99,cancelled,monthly
660,660,1,Basic,2023-01-01,2024-10-22,99,cancelled,monthly
661,661,1,Basic,2023-05-23,2024-02-25,99,cancelled,monthly
662,662,1,Basic,2023-05-17,2023-05-31,99,cancelled,monthly
663,663,1,Basic,2023-03-08,2023-04-01,99,cancelled,monthly
664,664,1,Basic,2023-05-04,2023-10-28,99,cancelled,monthly
665,665,1,Basic,2023-03-25,2023-04-01,99,cancelled,monthly
666,666,1,Basic,2023-04-23,2023-06-30,99,cancelled,monthly
667,667,1,Basic,2023-02-26,2023-03-02,99,cancelled,monthly
668,668,1,Basic,2023-06-15,2023-08-29,99,cancelled,monthly
669,669,1,Basic,2023-01-25,2024-07-24,99,cancelled,monthly
670,670,1,Basic,2023-01-08,2023-01-31,99,cancelled,monthly
671,671,1,Basic,2023-06-24,2023-06-30,99,cancelled,monthly
672,672,1,Basic,2023-06-23,2024-01-26,99,cancelled,monthly
673,673,1,Basic,2023-05-15,2024-02-25,99,cancelled,monthly
674,674,1,Basic,2023-04-11,2023-05-31,99,cancelled,monthly
675,675,1,Basic,2023-05-17,2023-08-29,99,cancelled,monthly
676,676,1,Basic,2023-01-11,2023-10-28,99,cancelled,monthly
677,677,1,Basic,2023-02-19,,99,active,monthly
678,678,1,Basic,2023-06-03,2023-06-30,99,cancelled,monthly
679,679,1,Basic,2023-04-30,2023-06-30,99,cancelled,monthly
680,680,1,Basic,2023-06-06,2024-03-26,99,cancelled,monthly
681,681,1,Basic,2023-06-07,2023-06-30,99,cancelled,monthly
682,682,1,Basic,2023-04-08,2023-06-30,99,cancelled,monthly
683,683,1,Basic,2023-03-25,2023-04-01,99,cancelled,monthly
684,684,1,Basic,2023-06-21,2023-08-29,99,cancelled,monthly
685,685,1,Basic,2023-01-16,2024-03-26,99,cancelled,monthly
686,686,1,Basic,2023-01-17,2023-04-01,99,cancelled,monthly
687,687,1,Basic,2023-03-27,2023-04-01,99,cancelled,monthly
688,688,1,Basic,2023-06-18,2023-06-30,99,cancelled,monthly
689,689,1,Basic,2023-05-13,2023-05-31,99,cancelled,monthly
690,690,1,Basic,2023-04-07,2023-05-31,99,cancelled,monthly
691,691,1,Basic,2023-01-29,2023-01-31,99,cancelled,monthly
692,692,1,Basic,2023-05-15,2023-05-31,99,cancelled,monthly
693,693,1,Basic,2023-01-29,,99,active,monthly
694,694,1,Basic,2023-03-11,2024-01-26,99,cancelled,monthly
695,695,1,Basic,2023-01-25,2023-10-28,99,cancelled,monthly
696,696,1,Basic,2023-03-05,2023-05-01,99,cancelled,monthly
697,697,1,Basic,2023-02-13,2023-05-01,99,cancelled,monthly
698,698,1,Basic,2023-04-11,2023-05-01,99,cancelled,monthly
699,699,1,Basic,2023-03-11,2023-04-01,99,cancelled,monthly
700,700,1,Basic,2023-02-21,2023-03-02,99,cancelled,monthly
701,701,1,Basic,2023-01-13,2023-03-02,99,cancelled,monthly
702,702,1,Basic,2023-01-28,2023-04-01,99,cancelled,monthly
703,703,1,Basic,2023-03-18,2023-05-01,99,cancelled,monthly
704,704,1,Basic,2023-04-08,2023-05-01,99,cancelled,monthly
705,705,1,Basic,2023-06-15,,99,active,monthly
706,706,1,Basic,2023-05-21,2023-08-29,99,cancelled,monthly
707,707,1,Basic,2023-06-14,2023-07-30,99,cancelled,monthly
708,708,1,Basic,2023-03-06,2023-06-30,99,cancelled,monthly
709,709,1,Basic,2023-04-11,2023-05-01,99,cancelled,monthly
710,710,1,Basic,2023-05-23,,99,active,monthly
711,711,1,Basic,2023-06-23,2023-06-30,99,cancelled,monthly
712,712,1,Basic,2023-03-17,2023-04-01,99,cancelled,monthly
713,713,1,Basic,2023-04-07,2023-05-31,99,cancelled,monthly
714,714,1,Basic,2023-01-09,2023-01-31,99,cancelled,monthly
715,715,1,Basic,2023-05-28,2023-05-31,99,cancelled,monthly
716,716,1,Basic,2023-01-21,2023-01-31,99,cancelled,monthly
717,717,1,Basic,2023-03-02,,99,active,monthly
718,718,1,Basic,2023-03-28,2023-05-31,99,cancelled,monthly
719,719,1,Basic,2023-01-10,,99,active,monthly
720,720,1,Basic,2023-04-10,2024-07-24,99,cancelled,monthly
721,721,1,Basic,2023-05-31,2023-06-30,99,cancelled,monthly
722,722,1,Basic,2023-01-27,2023-06-30,99,cancelled,monthly
723,723,1,Basic,2023-02-13,2024-05-25,99,cancelled,monthly
724,724,1,Basic,2023-02-16,2023-03-02,99,cancelled,monthly
725,725,1,Basic,2023-02-25,2023-03-02,99,cancelled,monthly
726,726,1,Basic,2023-06-03,2023-07-30,99,cancelled,monthly
727,727,1,Basic,2023-03-21,2023-05-01,99,cancelled,monthly
728,728,1,Basic,2023-01-26,2023-03-02,99,cancelled,monthly
729,729,1,Basic,2023-03-14,2023-12-27,99,cancelled,monthly
730,730,1,Basic,2023-01-13,2023-01-31,99,cancelled,monthly
731,731,1,Basic,2023-02-08,2023-05-31,99,cancelled,monthly
732,732,1,Basic,2023-04-05,2023-11-27,99,cancelled,monthly
733,733,1,Basic,2023-04-16,2023-05-01,99,cancelled,monthly
734,734,1,Basic,2023-05-04,2023-05-31,99,cancelled,monthly
735,735,1,Basic,2023-01-26,2023-05-01,99,cancelled,monthly
736,736,1,Basic,2023-05-04,2024-08-23,99,cancelled,monthly
737,737,1,Basic,2023-03-22,2023-12-27,99,cancelled,monthly
738,738,1,Basic,2023-04-27,2023-05-31,99,cancelled,monthly
739,739,1,Basic,2023-02-10,2023-08-29,99,cancelled,monthly
740,740,1,Basic,2023-05-31,,99,active,monthly
741,741,1,Basic,2023-05-28,,99,active,monthly
742,742,1,Basic,2023-05-28,2024-02-25,99,cancelled,monthly
743,743,1,Basic,2023-06-28,2023-07-30,99,cancelled,monthly
744,744,1,Basic,2023-02-15,,99,active,monthly
745,745,1,Basic,2023-04-18,2023-05-31,99,cancelled,monthly
746,746,1,Basic,2023-01-24,2023-01-31,99,cancelled,monthly
747,747,1,Basic,2023-02-06,2023-03-02,99,cancelled,monthly
748,748,1,Basic,2023-02-28,2023-04-01,99,cancelled,monthly
749,749,1,Basic,2023-05-19,2023-06-30,99,cancelled,monthly
750,750,1,Basic,2023-04-28,2023-08-29,99,cancelled,monthly
751,751,1,Basic,2023-05-12,2023-05-31,99,cancelled,monthly
752,752,1,Basic,2023-06-01,2023-06-30,99,cancelled,monthly
753,753,1,Basic,2023-03-03,2023-04-01,99,cancelled,monthly
754,754,1,Basic,2023-03-01,2023-03-02,99,cancelled,monthly
755,755,1,Basic,2023-01-12,2024-02-25,99,cancelled,monthly
756,756,1,Basic,2023-01-31,2023-03-02,99,cancelled,monthly
757,757,1,Basic,2023-04-08,2023-05-31,99,cancelled,monthly
758,758,1,Basic,2023-03-28,2023-04-01,99,cancelled,monthly
759,759,1,Basic,2023-01-11,2023-06-30,99,cancelled,monthly
760,760,1,Basic,2023-06-27,2023-06-30,99,cancelled,monthly
761,761,1,Basic,2023-01-28,2023-03-02,99,cancelled,monthly
762,762,1,Basic,2023-04-26,2023-05-01,99,cancelled,monthly
763,763,1,Basic,2023-03-21,2023-04-01,99,cancelled,monthly
764,764,1,Basic,2023-01-17,2023-04-01,99,cancelled,monthly
765,765,1,Basic,2023-02-15,2023-11-27,99,cancelled,monthly
766,766,1,Basic,2023-06-17,2024-12-21,99,cancelled,monthly
767,767,1,Basic,2023-06-13,2024-03-26,99,cancelled,monthly
768,768,1,Basic,2023-05-04,,99,active,monthly
769,769,1,Basic,2023-04-17,,99,active,monthly
770,770,1,Basic,2023-05-03,2023-05-31,99,cancelled,monthly
771,771,1,Basic,2023-06-28,2023-10-28,99,cancelled,monthly
772,772,1,Basic,2023-03-09,2024-04-25,99,cancelled,monthly
773,773,1,Basic,2023-04-16,2023-05-31,99,cancelled,monthly
774,774,1,Basic,2023-01-16,,99,active,monthly
775,775,1,Basic,2023-04-21,2023-09-28,99,cancelled,monthly
776,776,1,Basic,2023-05-09,2023-05-31,99,cancelled,monthly
777,777,1,Basic,2023-02-23,2023-07-30,99,cancelled,monthly
778,778,1,Basic,2023-05-04,2023-07-30,99,cancelled,monthly
779,779,1,Basic,2023-05-02,2024-05-25,99,cancelled,monthly
780,780,1,Basic,2023-01-11,2023-01-31,99,cancelled,monthly
781,781,1,Basic,2023-04-01,2023-06-30,99,cancelled,monthly
782,782,1,Basic,2023-02-05,,99,active,monthly
783,783,1,Basic,2023-05-31,2023-12-27,99,cancelled,monthly
784,784,1,Basic,2023-06-14,2023-07-30,99,cancelled,monthly
785,785,1,Basic,2023-02-21,2023-03-02,99,cancelled,monthly
786,786,1,Basic,2023-05-23,2023-05-31,99,cancelled,monthly
787,787,1,Basic,2023-01-21,2023-01-31,99,cancelled,monthly
788,788,1,Basic,2023-05-18,2023-05-31,99,cancelled,monthly
789,789,1,Basic,2023-02-21,2023-03-02,99,cancelled,monthly
790,790,1,Basic,2023-06-21,,99,active,monthly
791,791,1,Basic,2023-05-01,,99,active,monthly
792,792,1,Basic,2023-04-16,2023-06-30,99,cancelled,monthly
793,793,1,Basic,2023-06-23,2023-06-30,99,cancelled,monthly
794,794,1,Basic,2023-01-27,2024-08-23,99,cancelled,monthly
795,795,1,Basic,2023-04-09,2023-06-30,99,cancelled,monthly
796,796,1,Basic,2023-04-29,2023-07-30,99,cancelled,monthly
797,797,1,Basic,2023-06-26,,99,active,monthly
798,798,1,Basic,2023-02-07,2023-04-01,99,cancelled,monthly
799,799,1,Basic,2023-02-03,2023-04-01,99,cancelled,monthly
800,800,1,Basic,2023-05-26,2023-05-31,99,cancelled,monthly
801,801,1,Basic,2023-03-24,2023-05-31,99,cancelled,monthly
802,802,1,Basic,2023-03-24,2023-06-30,99,cancelled,monthly
803,803,1,Basic,2023-05-14,,99,active,monthly
804,804,1,Basic,2023-01-07,2023-03-02,99,cancelled,monthly
805,805,1,Basic,2023-03-25,2023-10-28,99,cancelled,monthly
806,806,1,Basic,2023-06-01,2023-08-29,99,cancelled,monthly
807,807,1,Basic,2023-01-07,2023-01-31,99,cancelled,monthly
808,808,1,Basic,2023-03-02,2023-07-30,99,cancelled,monthly
809,809,1,Basic,2023-02-26,2023-05-31,99,cancelled,monthly
810,810,1,Basic,2023-06-21,2023-08-29,99,cancelled,monthly
811,811,1,Basic,2023-06-20,2023-06-30,99,cancelled,monthly
812,812,1,Basic,2023-01-02,2023-01-31,99,cancelled,monthly
813,813,1,Basic,2023-04-04,2023-10-28,99,cancelled,monthly
